[2022-05-13 13:52:19,035] ERROR: hello
[2022-06-01 18:51:11,843]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:11,877]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:11,877]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:11,908]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:11,910]     INFO Processing #26/99
[2022-06-01 18:51:11,910]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:11,930]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:11,930]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:11,958]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:11,958]     INFO Processing #28/99
[2022-06-01 18:51:11,959]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:11,988]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:11,989]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,019]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,020]     INFO Processing #30/99
[2022-06-01 18:51:12,020]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,049]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,049]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,079]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,079]     INFO Processing #32/99
[2022-06-01 18:51:12,080]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,126]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,126]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,155]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,155]     INFO Processing #34/99
[2022-06-01 18:51:12,156]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,184]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,185]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,215]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,215]     INFO Processing #36/99
[2022-06-01 18:51:12,216]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,245]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,246]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,275]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,275]     INFO Processing #38/99
[2022-06-01 18:51:12,276]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,308]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,309]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,335]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,335]     INFO Processing #40/99
[2022-06-01 18:51:12,335]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,364]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,365]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,405]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,406]     INFO Processing #42/99
[2022-06-01 18:51:12,406]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,425]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,425]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,454]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,455]     INFO Processing #44/99
[2022-06-01 18:51:12,455]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,485]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,485]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,515]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,516]     INFO Processing #46/99
[2022-06-01 18:51:12,516]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,546]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,547]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,576]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,576]     INFO Processing #48/99
[2022-06-01 18:51:12,577]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,611]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,612]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,638]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,639]     INFO Processing #50/99
[2022-06-01 18:51:12,639]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,668]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,669]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,701]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,701]     INFO Processing #52/99
[2022-06-01 18:51:12,702]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,730]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,730]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,763]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,764]     INFO Processing #54/99
[2022-06-01 18:51:12,764]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,790]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,791]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,820]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,821]     INFO Processing #56/99
[2022-06-01 18:51:12,821]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,850]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,851]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,881]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,881]     INFO Processing #58/99
[2022-06-01 18:51:12,881]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,918]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,920]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,940]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,941]     INFO Processing #60/99
[2022-06-01 18:51:12,941]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:12,972]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:12,972]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,003]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,004]     INFO Processing #62/99
[2022-06-01 18:51:13,004]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,034]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,034]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,064]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,065]     INFO Processing #64/99
[2022-06-01 18:51:13,065]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,096]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,097]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,129]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,130]     INFO Processing #66/99
[2022-06-01 18:51:13,130]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,159]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,159]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,189]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,190]     INFO Processing #68/99
[2022-06-01 18:51:13,190]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,220]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,220]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,249]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,250]     INFO Processing #70/99
[2022-06-01 18:51:13,250]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,281]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,281]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,312]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,313]     INFO Processing #72/99
[2022-06-01 18:51:13,313]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,348]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,349]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,372]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,373]     INFO Processing #74/99
[2022-06-01 18:51:13,373]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,405]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,405]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,437]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,438]     INFO Processing #76/99
[2022-06-01 18:51:13,438]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,466]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,467]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,493]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,494]     INFO Processing #78/99
[2022-06-01 18:51:13,494]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,524]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,528]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,554]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,555]     INFO Processing #80/99
[2022-06-01 18:51:13,555]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,586]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,587]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,628]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,628]     INFO Processing #82/99
[2022-06-01 18:51:13,628]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,658]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,658]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,688]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,688]     INFO Processing #84/99
[2022-06-01 18:51:13,689]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,718]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,719]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,749]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,750]     INFO Processing #86/99
[2022-06-01 18:51:13,750]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,779]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,779]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,808]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,809]     INFO Processing #88/99
[2022-06-01 18:51:13,809]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,838]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,839]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,869]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,869]     INFO Processing #90/99
[2022-06-01 18:51:13,869]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,899]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,900]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,929]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,930]     INFO Processing #92/99
[2022-06-01 18:51:13,930]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,959]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,959]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:13,988]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:13,989]     INFO Processing #94/99
[2022-06-01 18:51:13,989]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:14,018]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:14,018]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:14,048]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:14,049]     INFO Processing #96/99
[2022-06-01 18:51:14,049]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:14,079]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:14,080]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:14,122]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:51:14,123]     INFO Processing #98/99
[2022-06-01 18:51:14,123]     INFO Configuring defensive HTML source session
[2022-06-01 18:51:14,152]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:54:39,939]     INFO Configuring defensive HTML source session
[2022-06-01 18:54:50,907]     ERROR Driver initialisation failed
[2022-06-01 18:54:50,907]     INFO Configuring defensive HTML source session
[2022-06-01 18:54:56,623]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:54:56,630]     INFO Processing #2/99
[2022-06-01 18:54:56,630]     INFO Configuring defensive HTML source session
[2022-06-01 18:54:57,298]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:54:57,298]     INFO Configuring defensive HTML source session
[2022-06-01 18:54:59,317]     ERROR Driver initialisation failed
[2022-06-01 18:54:59,319]     INFO Processing #4/99
[2022-06-01 18:54:59,320]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:00,583]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:00,583]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,084]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,084]     INFO Processing #6/99
[2022-06-01 18:55:01,084]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,115]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,115]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,144]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,144]     INFO Processing #8/99
[2022-06-01 18:55:01,145]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,174]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,175]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,205]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,206]     INFO Processing #10/99
[2022-06-01 18:55:01,206]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,235]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,236]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,265]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,265]     INFO Processing #12/99
[2022-06-01 18:55:01,266]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,295]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,296]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,336]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,336]     INFO Processing #14/99
[2022-06-01 18:55:01,337]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,355]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,356]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,385]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,386]     INFO Processing #16/99
[2022-06-01 18:55:01,386]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,415]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,416]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,446]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,447]     INFO Processing #18/99
[2022-06-01 18:55:01,447]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,489]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,489]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,518]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,519]     INFO Processing #20/99
[2022-06-01 18:55:01,519]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,548]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,549]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,580]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,580]     INFO Processing #22/99
[2022-06-01 18:55:01,580]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,608]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,609]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,638]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,639]     INFO Processing #24/99
[2022-06-01 18:55:01,639]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,669]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,670]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,700]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,700]     INFO Processing #26/99
[2022-06-01 18:55:01,701]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,732]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,733]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,760]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,761]     INFO Processing #28/99
[2022-06-01 18:55:01,761]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,790]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,791]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,820]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,821]     INFO Processing #30/99
[2022-06-01 18:55:01,821]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,851]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,851]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,881]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,882]     INFO Processing #32/99
[2022-06-01 18:55:01,882]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,912]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,912]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,944]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,945]     INFO Processing #34/99
[2022-06-01 18:55:01,945]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:01,985]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:01,986]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,017]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,017]     INFO Processing #36/99
[2022-06-01 18:55:02,018]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,047]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,048]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,077]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,078]     INFO Processing #38/99
[2022-06-01 18:55:02,078]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,107]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,108]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,137]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,138]     INFO Processing #40/99
[2022-06-01 18:55:02,138]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,169]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,170]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,198]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,199]     INFO Processing #42/99
[2022-06-01 18:55:02,199]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,227]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,228]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,258]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,259]     INFO Processing #44/99
[2022-06-01 18:55:02,259]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,290]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,290]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,318]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,318]     INFO Processing #46/99
[2022-06-01 18:55:02,319]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,349]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,349]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,378]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,380]     INFO Processing #48/99
[2022-06-01 18:55:02,380]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,410]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,411]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,438]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,438]     INFO Processing #50/99
[2022-06-01 18:55:02,438]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,485]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,485]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,514]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,514]     INFO Processing #52/99
[2022-06-01 18:55:02,514]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,543]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,544]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,573]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,574]     INFO Processing #54/99
[2022-06-01 18:55:02,574]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,603]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,604]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,633]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,634]     INFO Processing #56/99
[2022-06-01 18:55:02,634]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,664]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,665]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,694]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,695]     INFO Processing #58/99
[2022-06-01 18:55:02,695]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,724]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,725]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,754]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,755]     INFO Processing #60/99
[2022-06-01 18:55:02,755]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,786]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,786]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,816]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,817]     INFO Processing #62/99
[2022-06-01 18:55:02,817]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,845]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,846]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,875]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,877]     INFO Processing #64/99
[2022-06-01 18:55:02,879]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,905]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,906]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,935]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,936]     INFO Processing #66/99
[2022-06-01 18:55:02,936]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,968]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,968]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:02,997]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:02,997]     INFO Processing #68/99
[2022-06-01 18:55:02,998]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:03,027]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:03,028]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:03,057]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:03,058]     INFO Processing #70/99
[2022-06-01 18:55:03,058]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:03,088]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:03,089]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:03,148]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:03,149]     INFO Processing #72/99
[2022-06-01 18:55:03,149]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:03,178]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:03,179]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:03,209]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:03,210]     INFO Processing #74/99
[2022-06-01 18:55:03,210]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:03,238]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 18:55:03,238]     INFO Configuring defensive HTML source session
[2022-06-01 18:55:03,268]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
